id,price,speed,hd,ram,screen,cores,cd,laptop,trend
1299,4300,32,3,28,23,28,yes,no,5
1300,3174,37,7,52,21,16,no,no,2
1301,557,17,16,6,13,10,no,yes,2
1302,870,17,20,14,13,10,no,yes,2
1303,829,24,28,14,11,8,no,yes,1
1304,2731,16,12,14,21,14,no,no,1
1305,3591,32,3,60,17,20,no,no,4
1306,3486,30,7,52,17,24,no,no,5
1307,3314,35,7,32,23,22,no,no,5
1308,2091,21,8,2,23,18,no,no,4
1309,1450,18,20,6,19,4,no,no,2
1310,3668,36,5,40,17,30,yes,no,5
1311,3887,30,3,32,21,30,no,no,4
1312,1311,16,28,2,21,10,no,no,2
1313,1824,21,8,10,21,6,yes,no,2
1314,1275,18,20,6,21,4,no,no,1
1315,3527,32,3,20,23,22,no,no,5
1316,1544,20,24,2,19,6,yes,no,2
1317,1426,21,12,14,15,6,no,no,1
1318,634,17,12,10,13,6,no,yes,2
1319,1939,15,8,6,21,10,no,no,2
1320,3540,32,7,44,19,30,yes,no,4
1321,1995,20,12,10,23,8,no,no,2
1322,2956,22,20,10,21,18,yes,no,5
1323,2581,23,16,14,23,24,no,no,5
1324,3452,35,1,40,15,12,yes,no,1
1325,1348,21,16,14,19,8,yes,no,1
1326,2216,18,8,14,21,16,yes,no,2
1327,3957,31,1,28,15,26,no,no,5
1328,1211,19,8,6,19,10,no,no,1
1329,1372,17,16,14,21,4,yes,no,2
1330,1782,24,24,6,17,10,no,no,2
1331,602,18,20,2,11,8,no,yes,2
1332,1690,20,24,14,23,4,no,no,2
1333,3574,39,5,20,23,12,no,no,1
1334,2371,21,12,6,15,24,no,no,4
1335,999,15,24,6,12,6,no,yes,1
1336,3127,32,3,60,17,20,no,no,5
1337,2676,17,8,10,17,14,yes,no,1
1338,3386,36,7,48,15,26,no,no,5
1339,4212,31,3,44,15,20,yes,no,5
1340,2176,22,16,6,15,18,yes,no,4
1341,1010,23,20,2,13,4,no,yes,2
1342,2108,23,12,10,21,30,yes,no,5
1343,3498,37,5,60,23,14,no,no,2
1344,1871,16,24,2,21,6,no,no,2
1345,3377,33,7,48,15,22,no,no,5
1346,2878,20,20,6,17,14,no,no,2
1347,3747,35,3,20,15,26,no,no,4
1348,2582,22,8,14,21,28,no,no,4
1349,3024,35,3,32,21,12,yes,no,1
1350,1915,15,8,2,19,6,no,no,2
1351,3055,37,7,16,15,30,no,no,4
1352,2385,24,16,6,19,24,no,no,4
1353,1887,18,12,2,23,10,no,no,2
1354,3956,38,1,28,15,20,yes,no,5
1355,3286,30,7,48,23,26,no,no,5
1356,3011,34,7,24,15,24,no,no,4
1357,1409,24,24,10,17,6,no,no,2
1358,2619,19,16,10,15,22,no,no,4
1359,3246,34,3,56,23,14,no,no,2
1360,1895,21,8,10,19,10,no,no,2
1361,975,18,24,10,12,6,no,yes,2
1362,2229,17,24,2,21,30,no,no,4
1363,4242,37,3,48,19,22,no,no,5
1364,3395,39,1,20,15,18,no,no,4
1365,3894,33,7,52,23,30,no,no,4
1366,3537,31,3,36,17,24,no,no,5
1367,2248,21,16,10,19,14,yes,no,2
1368,1809,16,24,6,21,6,no,no,1
1369,3668,35,7,44,15,28,yes,no,4
1370,1505,24,12,14,15,8,no,no,1
1371,2471,15,8,2,19,26,no,no,5
1372,865,22,24,2,12,8,no,yes,1
1373,1627,23,20,2,17,4,no,no,1
1374,3807,34,1,44,17,14,no,no,2
1375,1916,18,24,6,23,6,yes,no,2
1376,3784,33,5,28,19,14,yes,no,1
1377,2029,15,28,6,19,18,no,no,4
1378,2315,21,12,6,23,14,no,no,2
1379,577,15,16,6,11,10,no,yes,2
1380,1740,21,28,6,19,6,yes,no,2
1381,889,21,12,6,11,6,no,yes,1
1382,3058,36,5,20,23,26,no,no,5
1383,3769,31,5,32,17,26,no,no,4
1384,4330,39,1,28,15,12,no,no,2
1385,3931,37,5,60,21,26,no,no,5
1386,2716,21,16,2,15,14,yes,no,1
1387,1542,24,24,14,23,8,no,no,2
1388,1718,20,28,10,17,8,no,no,2
1389,2541,20,20,2,17,26,no,no,4
1390,1018,24,28,10,13,8,no,yes,1
1391,1972,22,12,14,19,6,yes,no,2
1392,1539,23,12,10,17,8,no,no,2
1393,4262,37,1,16,19,14,no,no,2
1394,3341,31,7,56,23,20,no,no,5
1395,1904,16,16,6,17,8,yes,no,2
1396,1072,16,28,14,11,10,yes,no,1
1397,1758,17,8,10,17,10,no,no,1
1398,2086,20,20,10,15,16,no,no,1
1399,2727,18,8,6,23,30,no,no,4
1400,2786,22,12,14,19,28,no,no,4
1401,1804,24,8,2,15,4,yes,no,2
1402,3112,32,1,60,21,24,yes,no,5
1403,4114,35,7,20,23,12,no,no,1
1404,2170,20,16,10,21,22,no,no,5
1405,745,24,8,14,12,10,no,yes,1
1406,3727,37,5,28,15,16,no,no,1
1407,1430,22,16,10,17,6,no,no,2
1408,913,18,28,14,13,4,no,yes,2
1409,1274,23,28,6,21,10,no,no,1
1410,1202,21,24,2,23,10,no,no,2
1411,1012,18,20,2,11,4,yes,no,2
1412,1701,21,24,10,23,10,no,no,1
1413,3127,38,7,44,19,24,no,no,4
1414,3344,31,1,40,21,24,yes,no,5
1415,1855,22,12,2,19,8,no,no,1
1416,4128,31,7,56,21,24,yes,no,5
1417,3502,30,5,16,19,24,no,no,4
1418,4216,37,3,60,19,28,yes,no,5
1419,705,23,8,2,12,6,no,yes,1
1420,3364,36,5,44,17,20,yes,no,4
1421,721,16,12,2,12,6,no,yes,1
1422,696,18,28,14,11,4,yes,no,1
1423,2561,19,16,6,23,20,no,no,4
1424,837,23,12,6,11,6,no,yes,2
1425,2212,18,8,10,23,24,yes,no,4
1426,2281,16,24,10,19,16,no,no,1
1427,2509,21,24,6,19,26,no,no,5
1428,505,22,24,6,13,6,no,yes,2
1429,756,15,8,6,13,10,yes,no,2
1430,2019,15,16,14,23,16,no,no,1
1431,2353,17,20,14,23,20,no,no,4
1432,1472,22,8,6,17,4,yes,no,2
1433,4211,31,5,36,21,26,no,no,5
1434,1737,24,8,14,23,10,no,no,2
1435,1845,17,12,14,23,8,no,no,2
1436,4239,33,3,52,23,18,no,no,5
1437,3660,31,1,60,23,20,yes,no,5
1438,4089,39,3,28,17,12,no,no,2
1439,3113,35,7,48,17,30,no,no,5
1440,2733,22,12,10,23,26,no,no,5
1441,4081,39,1,24,17,20,no,no,5
1442,4117,37,5,56,21,14,no,no,2
1443,1662,17,8,14,19,10,no,no,2
1444,4120,34,1,40,17,20,yes,no,4
1445,1033,21,8,14,12,4,no,yes,2
1446,2829,15,20,6,19,26,no,no,5
1447,2035,24,12,14,17,30,no,no,5
1448,3669,32,7,52,23,24,no,no,5
1449,4027,33,5,32,17,22,no,no,5
1450,3460,32,3,24,19,16,yes,no,1
1451,2035,16,28,6,17,26,no,no,4
1452,738,16,12,2,13,6,no,yes,1
1453,1649,16,24,6,17,4,no,no,2
1454,3588,33,5,36,15,18,yes,no,4
1455,3974,32,7,20,19,16,no,no,2
1456,3964,31,7,36,15,20,yes,no,5
1457,2168,18,16,10,23,24,yes,no,4
1458,2958,19,24,10,15,26,no,no,4
1459,3006,34,3,36,17,12,no,no,1
1460,1797,21,28,10,23,6,no,no,2
1461,1247,21,16,10,15,6,no,no,2
1462,1996,16,16,10,15,4,yes,no,2
1463,4299,30,3,36,19,14,no,no,2
1464,3278,31,1,44,17,30,no,no,4
1465,4311,39,5,20,19,26,no,no,4
1466,2354,21,16,10,23,28,no,no,5
1467,798,19,16,14,12,10,no,yes,1
1468,790,24,28,10,12,10,no,yes,2
1469,1231,19,24,6,19,10,no,no,2
1470,1535,21,24,14,15,8,no,no,2
1471,2647,16,24,6,19,24,no,no,5
1472,3621,37,3,40,15,14,no,no,1
1473,3219,32,5,52,23,12,no,no,2
1474,2576,16,16,14,19,20,yes,no,4
1475,3655,38,1,32,17,16,no,no,2
1476,2228,18,8,14,17,30,yes,no,5
1477,1216,20,16,2,17,6,yes,no,2
1478,1156,24,8,6,12,8,yes,no,2
1479,3688,39,5,32,19,28,yes,no,4
1480,4018,33,7,28,17,26,no,no,5
1481,1298,23,12,2,17,8,no,no,1
1482,2235,18,20,6,23,24,no,no,5
1483,1915,18,24,2,15,10,no,no,1
1484,1191,20,8,2,12,8,no,yes,2
1485,1538,19,16,6,19,6,no,no,2
1486,2149,15,24,2,15,30,no,no,4
1487,1975,23,28,10,17,8,no,no,1
1488,2935,20,12,6,21,26,no,no,5
1489,2969,15,12,2,21,28,no,no,5
1490,792,24,20,10,12,4,yes,no,2
1491,1183,23,8,14,11,8,no,yes,1
1492,3847,38,3,40,19,28,no,no,5
1493,3896,30,1,28,19,26,yes,no,4
1494,1235,16,8,14,23,4,no,no,2
1495,3718,33,5,60,21,22,no,no,5
1496,1763,23,8,2,15,6,no,no,2
1497,3001,37,1,16,17,24,no,no,5
1498,1626,18,12,10,17,8,no,no,2
1499,3295,32,5,24,23,12,no,no,1
1500,2371,19,20,14,17,16,no,no,1
1501,3747,39,1,28,23,28,no,no,4
1502,4100,37,7,40,15,30,yes,no,5
1503,2146,16,20,14,15,18,no,no,4
1504,840,15,28,10,13,8,yes,no,2
1505,2749,20,24,14,23,20,no,no,5
1506,2360,23,24,14,23,22,yes,no,4
1507,3053,37,7,56,15,20,no,no,4
1508,2028,20,24,10,21,22,yes,no,4
1509,1736,22,16,10,23,6,yes,no,1
1510,2622,19,16,6,15,26,no,no,4
1511,3820,32,3,16,17,26,yes,no,5
1512,3538,32,1,40,15,30,no,no,5
1513,1941,23,8,10,15,6,no,no,2
1514,3799,37,5,56,19,26,no,no,5
1515,1720,22,24,2,17,8,yes,no,2
1516,2339,19,20,6,15,26,no,no,5
1517,4218,39,7,16,17,22,no,no,5
1518,1749,16,20,6,15,4,no,no,1
1519,2237,16,24,10,15,12,no,no,2
1520,1896,24,8,14,21,10,yes,no,1
1521,3844,34,5,52,17,20,yes,no,5
1522,2032,21,16,2,17,30,yes,no,4
1523,2350,24,8,10,23,24,no,no,5
1524,1358,19,28,2,19,6,no,no,1
1525,1618,23,28,2,23,8,no,no,2
1526,2602,22,24,6,23,20,no,no,4
1527,4124,35,1,48,17,14,yes,no,1
1528,3206,30,3,24,15,28,no,no,4
1529,1503,21,24,6,19,8,no,no,1
1530,893,21,24,2,13,6,no,yes,2
1531,653,24,28,14,12,10,no,yes,2
1532,1684,16,16,10,15,4,yes,no,2
1533,948,16,24,14,13,4,yes,no,1
1534,915,19,28,10,11,8,no,yes,1
1535,3964,38,3,32,23,30,yes,no,4
1536,932,22,12,2,12,6,yes,no,1
1537,644,18,28,10,11,10,yes,no,1
1538,1630,19,16,14,19,4,no,no,2
1539,3495,33,3,36,23,22,no,no,4
1540,3978,31,1,32,21,12,no,no,1
1541,868,19,12,2,11,4,yes,no,1
1542,1471,23,8,2,15,4,no,no,2
1543,2115,15,28,10,23,30,no,no,4
1544,2097,17,12,6,23,24,no,no,5
1545,3597,33,5,48,23,12,no,no,2
1546,2555,18,12,6,21,30,no,no,5
1547,516,15,24,2,13,4,yes,no,1
1548,3682,33,1,44,19,12,no,no,1
1549,2064,20,28,10,21,12,yes,no,2
1550,3296,32,3,36,21,18,yes,no,4
1551,793,20,20,6,13,8,no,yes,1
1552,2581,19,24,2,21,22,no,no,5
1553,2164,23,12,10,21,28,yes,no,4
1554,2566,24,28,6,15,20,no,no,5
1555,2196,21,28,14,19,20,yes,no,5
1556,2509,17,16,14,23,20,no,no,5
1557,1890,24,28,10,19,8,no,no,2
1558,3063,31,3,44,21,20,no,no,4
1559,3140,33,3,52,19,24,yes,no,5
1560,996,16,12,10,12,6,yes,no,1
1561,1134,22,20,10,11,10,no,yes,2
1562,854,22,28,6,12,10,no,yes,1
1563,1135,17,16,2,12,4,no,yes,2
1564,906,21,28,14,11,4,no,yes,1
1565,3425,37,7,56,15,14,no,no,1
1566,3946,36,7,36,21,18,no,no,4
1567,1841,23,24,6,21,6,no,no,1
1568,4325,39,5,24,17,12,no,no,1
1569,3651,30,3,48,17,30,no,no,5
1570,3050,33,3,56,15,18,no,no,4
1571,2207,15,24,14,17,26,no,no,5
1572,3408,31,3,40,17,20,yes,no,5
1573,3709,32,1,60,15,28,no,no,5
1574,2425,21,24,14,15,20,no,no,4
1575,1736,23,8,6,15,10,yes,no,1
1576,3606,36,7,56,21,26,no,no,4
1577,2950,19,20,14,23,12,no,no,1
1578,3100,39,7,56,15,26,yes,no,5
1579,4084,32,3,24,21,20,yes,no,4
1580,2870,18,24,2,21,24,no,no,4
1581,1293,24,20,10,21,10,no,no,1
1582,628,19,16,10,13,4,yes,no,2
1583,1399,21,24,10,15,4,no,no,2
1584,2510,19,12,2,17,18,no,no,4
1585,3917,33,3,48,23,16,no,no,2
1586,3435,36,1,28,19,20,no,no,5
1587,2378,24,12,14,19,24,no,no,5
1588,2722,17,16,14,21,12,no,no,2
1589,1085,21,28,10,11,4,no,yes,2
1590,1767,16,8,10,21,4,no,no,1
1591,3819,32,1,20,15,14,no,no,1
1592,3335,36,1,28,21,20,no,no,5
1593,3293,35,3,28,17,28,no,no,4
1594,3035,34,3,52,21,28,no,no,4
1595,1114,21,20,10,13,10,no,yes,2
1596,3412,38,3,40,17,22,yes,no,4
1597,3025,37,5,24,17,16,no,no,2
1598,3425,32,1,60,23,22,no,no,5
1599,771,23,16,10,12,4,no,yes,1
1600,1311,23,20,14,15,6,no,no,2
1601,3055,34,7,32,21,24,no,no,5
1602,1572,15,24,10,21,8,yes,no,2
1603,4326,32,5,16,21,22,no,no,4
1604,3395,35,5,36,21,12,no,no,1
1605,1330,16,20,10,19,8,no,no,1
1606,4223,37,5,52,23,26,no,no,5
1607,1962,17,20,6,21,4,no,no,2
1608,3399,30,1,60,15,16,no,no,2
1609,1106,17,8,2,11,4,no,yes,2
1610,3140,37,1,32,15,26,yes,no,4
1611,979,21,20,14,11,6,no,yes,2
1612,3050,37,1,60,15,20,no,no,5
1613,3936,32,7,44,23,26,yes,no,4
1614,1669,16,12,10,17,10,no,no,2
1615,3450,39,3,60,15,26,no,no,5
1616,1793,19,12,6,23,4,no,no,2
1617,2146,23,24,2,15,30,no,no,5
1618,941,15,8,6,11,4,no,yes,2
1619,2245,22,28,6,19,18,no,no,4
1620,594,21,20,6,11,6,no,yes,2
1621,4217,34,5,32,17,22,no,no,4
1622,1657,15,8,2,17,8,no,no,2
1623,2746,23,28,14,23,28,no,no,4
1624,2811,15,20,2,21,16,no,no,1
1625,3332,32,1,16,21,26,yes,no,5
1626,873,19,12,14,12,4,no,yes,1
1627,3489,32,3,48,23,20,no,no,4
1628,2136,15,20,6,17,18,yes,no,5
1629,3392,32,5,60,19,26,yes,no,5
1630,614,16,24,14,13,8,no,yes,1
1631,2255,21,20,6,21,18,no,no,5
1632,738,23,20,2,13,10,no,yes,1
1633,2361,21,20,10,21,30,no,no,5
1634,4313,38,5,60,23,24,no,no,4
1635,1573,18,20,10,15,8,no,no,1
1636,2158,23,20,2,23,14,no,no,1
1637,4114,37,7,56,17,12,no,no,2
1638,3755,30,7,36,15,24,no,no,4
1639,592,17,12,2,13,6,yes,no,1
1640,764,18,20,10,11,6,yes,no,2
1641,1395,23,12,10,21,4,no,no,1
1642,3407,30,7,24,23,14,no,no,1
1643,4109,36,5,32,19,30,no,no,5
1644,1625,23,24,6,23,8,no,no,2
1645,3946,30,5,52,15,22,no,no,5
1646,1872,20,24,14,15,4,yes,no,1
1647,3242,33,7,56,17,22,no,no,5
1648,3953,32,1,52,21,24,no,no,5
1649,3045,31,3,40,19,20,no,no,4
1650,794,21,8,2,12,8,no,yes,1
1651,3422,30,5,24,23,20,no,no,5
1652,2347,24,8,10,15,24,no,no,5
1653,2106,21,16,10,15,16,no,no,1
1654,1802,19,28,2,17,4,no,no,1
1655,1791,23,28,2,21,10,no,no,1
1656,2621,21,12,2,17,22,no,no,4
1657,2015,20,12,2,17,20,no,no,4
1658,1695,15,8,10,23,6,no,no,2
1659,1216,20,24,2,17,4,yes,no,1
1660,4286,38,7,60,19,12,no,no,1
1661,3844,32,3,48,23,24,yes,no,4
1662,4237,34,5,28,15,30,no,no,4
1663,1860,20,20,2,17,6,yes,no,2
1664,1924,20,20,14,17,4,yes,no,1
1665,2563,23,12,2,21,24,no,no,5
1666,2236,21,8,10,17,24,yes,no,4
1667,864,17,20,2,13,8,yes,no,1
1668,3510,36,3,48,19,22,no,no,4
1669,2696,16,20,14,17,30,yes,no,5
1670,4339,34,7,16,17,22,no,no,5
1671,3723,36,7,48,23,28,no,no,4
1672,1317,16,16,10,17,10,no,no,1
1673,2626,18,16,10,17,18,no,no,5
1674,952,19,16,2,12,10,yes,no,2
1675,3886,33,1,36,15,12,no,no,2
1676,4210,38,5,44,19,24,no,no,5
1677,2760,23,24,2,21,18,yes,no,4
1678,813,19,28,2,12,10,no,yes,1
1679,2690,16,28,6,15,24,no,no,4
1680,1629,17,8,10,17,4,no,no,2
1681,1541,18,20,2,19,4,no,no,2
1682,1540,22,16,2,15,6,yes,no,1
1683,722,21,24,2,13,8,no,yes,1
1684,2797,24,24,6,15,20,no,no,5
1685,3689,31,7,20,23,24,no,no,4
1686,4202,38,1,48,23,24,no,no,4
1687,3335,33,1,48,23,12,no,no,1
1688,1087,20,20,6,13,8,no,yes,1
1689,2640,22,24,6,15,28,yes,no,5
1690,2445,21,12,14,19,16,no,no,1
1691,2823,23,28,14,23,20,no,no,5
1692,3445,36,1,32,17,22,no,no,5
1693,1343,19,12,2,17,10,no,no,2
1694,2810,21,28,6,19,14,no,no,2
1695,2659,20,28,14,19,12,no,no,2
1696,1768,16,16,14,21,10,yes,no,1
1697,1991,18,16,10,19,10,no,no,1
1698,2996,24,28,10,21,24,yes,no,5
1699,2085,24,28,2,19,26,no,no,5
1700,1254,23,8,10,23,8,no,no,1
1701,1198,21,20,6,13,10,no,yes,2
1702,1612,23,12,14,17,6,yes,no,2
1703,606,20,12,2,12,10,no,yes,2
1704,3446,38,1,44,15,26,no,no,4
1705,4235,36,1,56,15,12,no,no,1
1706,2495,15,12,6,15,12,no,no,2
1707,2363,15,8,2,17,14,no,no,1
1708,3673,31,5,48,21,18,no,no,5
1709,996,16,24,2,12,4,yes,no,2
1710,3364,38,1,40,19,26,yes,no,4
1711,1850,20,16,14,23,10,no,no,1
1712,1815,19,20,10,17,10,no,no,2
1713,4236,36,5,28,19,16,yes,no,1
1714,1469,22,16,6,21,10,no,no,2
1715,3882,31,7,20,23,22,no,no,5
1716,601,20,16,10,11,8,no,yes,2
1717,4266,32,1,28,15,24,no,no,4
1718,1255,23,8,2,17,6,no,no,2
1719,3412,32,3,28,19,14,yes,no,1
1720,1992,23,12,6,19,4,yes,no,1
1721,1524,15,28,2,17,4,yes,no,2
1722,1857,22,12,6,17,4,no,no,1
1723,1892,20,12,6,17,4,yes,no,2
1724,4314,35,1,48,15,14,no,no,1
1725,2089,20,28,10,17,12,no,no,2
1726,3321,38,5,32,17,12,no,no,2
1727,948,17,20,2,13,4,yes,no,2
1728,553,17,28,6,11,8,no,yes,2
1729,3080,30,5,16,23,22,yes,no,5
1730,1781,20,28,6,23,4,no,no,1
1731,734,18,28,2,11,4,no,yes,2
1732,2264,18,16,2,23,22,yes,no,5
1733,4348,34,1,36,21,14,yes,no,1
1734,2964,19,12,10,17,12,yes,no,2
1735,4248,31,5,32,23,28,yes,no,5
1736,4287,30,5,32,23,22,no,no,4
1737,3412,30,7,20,15,30,yes,no,4
1738,1081,18,20,6,11,4,no,yes,1
1739,665,16,16,14,13,8,no,yes,1
1740,897,19,24,6,12,6,no,yes,1
1741,4134,37,5,16,15,14,no,no,2
1742,1491,22,12,14,15,8,no,no,1
1743,2074,21,16,10,21,28,no,no,4
1744,1846,16,8,10,17,8,no,no,2
1745,553,20,28,2,11,4,no,yes,2
1746,1109,23,24,14,12,8,no,yes,1
1747,1633,21,28,10,15,8,no,no,1
1748,1928,20,16,10,15,4,yes,no,2
1749,1654,21,20,2,15,6,no,no,1
1750,565,16,24,6,12,4,no,yes,2
1751,1604,15,20,14,19,6,yes,no,1
1752,2422,20,12,2,21,20,no,no,5
1753,2930,17,8,6,19,16,no,no,1
1754,4187,34,5,32,23,16,no,no,1
1755,652,24,12,10,11,10,yes,no,1
1756,1956,19,16,2,21,10,yes,no,2
1757,1715,21,28,6,19,6,no,no,2
1758,973,21,8,14,11,6,no,yes,2
1759,2611,17,12,6,17,22,no,no,5
1760,1706,20,20,6,15,6,no,no,1
1761,4340,33,5,24,15,24,yes,no,5
1762,2897,22,8,10,15,12,no,no,2
1763,2753,24,20,6,19,30,no,no,4
1764,4287,34,3,40,15,26,no,no,5
1765,1573,22,12,2,15,6,no,no,1
1766,2060,16,24,6,15,26,yes,no,5
1767,1031,19,24,2,11,8,no,yes,2
1768,2638,16,24,6,17,22,no,no,5
1769,3793,31,5,32,15,16,no,no,2
1770,1308,21,24,2,15,8,yes,no,2
1771,3926,32,7,52,17,22,no,no,5
1772,4335,38,1,52,21,30,no,no,4
1773,2793,18,24,10,21,22,no,no,4
1774,2369,16,20,2,17,24,no,no,4
1775,2512,17,12,10,21,12,yes,no,2
1776,1335,16,16,6,21,10,no,no,2
1777,2251,22,24,2,15,14,no,no,1
1778,1430,19,24,2,17,8,no,no,1
1779,1176,16,8,14,12,10,yes,no,2
1780,4003,38,7,16,21,20,no,no,4
1781,981,23,8,14,13,8,no,yes,2
1782,664,20,12,6,13,10,yes,no,2
1783,3540,31,3,32,23,24,yes,no,4
1784,3482,33,7,40,15,20,no,no,5
1785,4191,32,1,36,23,18,no,no,4
1786,4188,39,1,36,21,18,yes,no,4
1787,1064,17,28,10,13,4,yes,no,1
1788,4145,31,7,36,23,22,no,no,4
1789,3576,37,1,44,17,18,yes,no,4
1790,2580,20,16,14,21,26,yes,no,4
1791,1585,16,16,2,23,10,no,no,1
1792,2497,17,20,10,19,28,no,no,5
1793,2966,16,20,14,15,16,no,no,2
1794,2043,16,28,14,23,24,no,no,4
1795,1300,20,16,14,23,10,yes,no,2
1796,3132,32,3,32,15,16,yes,no,1
1797,4114,36,5,60,21,16,no,no,2
1798,1729,18,12,6,15,4,no,no,2
1799,2335,22,16,10,23,12,no,no,2
1800,692,21,8,14,11,10,yes,no,2
1801,4268,34,3,20,23,20,yes,no,5
1802,3260,32,7,44,19,20,yes,no,5
1803,688,20,8,2,11,4,yes,no,1
1804,1939,20,16,10,15,6,no,no,1
1805,4347,34,5,56,23,12,no,no,1
1806,3376,34,1,20,17,18,yes,no,5
1807,3373,37,5,44,17,28,no,no,5
1808,694,17,16,10,13,10,no,yes,2
1809,2631,24,24,6,21,26,no,no,4
1810,1010,22,8,2,13,4,no,yes,1
1811,3005,39,3,52,21,28,no,no,5
1812,2858,16,12,2,17,30,no,no,4
1813,4039,34,7,36,19,14,no,no,1
1814,1840,17,8,2,19,8,yes,no,1
1815,782,18,8,10,12,6,no,yes,1
1816,2197,17,28,2,17,12,no,no,1
1817,3281,32,7,16,21,18,no,no,4
1818,3311,35,1,32,21,30,no,no,5
1819,3457,31,1,36,23,18,no,no,5
1820,918,23,24,14,13,4,no,yes,2
1821,3033,37,1,60,17,20,no,no,4
1822,2137,21,12,10,21,16,no,no,1
1823,3989,30,1,16,15,12,no,no,1
1824,841,21,12,14,12,6,no,yes,1
1825,831,17,8,2,13,6,no,yes,2
1826,2954,18,20,6,21,14,no,no,2
1827,2175,19,16,6,17,12,no,no,2
1828,842,21,12,10,13,4,no,yes,1
1829,526,21,20,14,12,10,no,yes,1
1830,3685,31,1,48,17,24,no,no,4
1831,1738,19,20,14,15,10,no,no,1
1832,1887,15,16,2,19,6,no,no,2
1833,3936,38,5,20,21,20,yes,no,5
1834,2551,20,28,6,19,14,no,no,2
1835,3851,32,7,28,17,24,no,no,5
1836,4073,30,3,56,21,14,no,no,1
1837,989,24,12,6,13,8,no,yes,1
1838,1396,22,8,2,15,10,yes,no,2
1839,2686,18,8,10,17,22,no,no,4
1840,1396,23,12,10,15,10,yes,no,2
1841,3399,33,7,44,17,20,no,no,5
1842,4016,38,3,32,23,12,yes,no,2
1843,2097,23,16,10,23,28,no,no,5
1844,3275,35,1,20,19,16,no,no,1
1845,2946,15,16,14,17,20,no,no,4
1846,3316,31,7,48,23,12,yes,no,2
1847,4146,38,1,16,19,18,no,no,4
1848,2304,23,20,6,23,20,yes,no,5
1849,4142,33,1,16,15,24,no,no,4
1850,1588,18,12,6,21,10,yes,no,2
1851,2481,15,28,6,17,24,no,no,5
1852,3655,33,1,60,21,24,no,no,4
1853,1803,18,28,10,23,8,no,no,1
1854,4324,35,5,48,23,26,yes,no,4
1855,525,15,12,6,12,8,no,yes,1
1856,2103,22,8,6,15,20,no,no,5
1857,1569,22,28,10,17,4,no,no,1
1858,3389,38,7,40,21,18,no,no,4
1859,3923,35,3,20,15,24,no,no,4
1860,1732,23,20,14,19,4,yes,no,1
1861,3744,34,5,40,17,24,yes,no,4
1862,1393,17,20,6,21,8,no,no,1
1863,1723,19,28,14,23,8,no,no,2
1864,4341,39,1,20,23,18,no,no,5
1865,4067,31,7,28,17,20,no,no,5
1866,3490,35,3,28,21,16,no,no,1
1867,4261,33,1,16,19,30,no,no,5
1868,768,19,24,10,12,8,yes,no,1
1869,2282,21,16,14,21,30,no,no,5
1870,2888,20,24,2,17,14,yes,no,1
1871,1603,18,16,14,15,4,no,no,2
1872,2274,20,28,14,21,12,no,no,2
1873,4025,37,1,56,19,26,no,no,5
1874,1668,22,12,6,21,4,yes,no,1
1875,755,17,24,10,11,10,no,yes,2
1876,1879,19,16,6,17,6,no,no,1
1877,718,19,24,14,11,10,no,yes,2
1878,726,17,24,14,13,6,no,yes,1
1879,2909,24,20,10,21,26,no,no,5
1880,2925,22,20,10,17,12,no,no,1
1881,1787,23,20,10,17,6,no,no,2
1882,2690,21,12,10,23,16,no,no,1
1883,2586,18,20,14,17,20,no,no,5
1884,2525,24,24,14,15,14,no,no,2
1885,1130,23,8,2,13,10,no,yes,1
1886,2093,24,28,10,19,16,no,no,2
1887,2202,21,24,14,15,22,no,no,5
1888,535,17,16,2,13,8,no,yes,1
1889,4329,39,5,28,17,12,no,no,2
1890,2995,22,8,10,15,30,no,no,5
1891,3096,30,5,24,17,12,yes,no,2
1892,4057,34,3,56,15,22,no,no,4
1893,4290,34,7,16,21,24,no,no,5
1894,3104,37,5,32,17,20,yes,no,4
1895,2147,23,12,2,21,24,no,no,4
1896,896,21,28,6,13,6,yes,no,1
1897,2680,20,12,14,17,24,yes,no,5
1898,2948,20,28,10,23,18,yes,no,4
1899,3231,32,5,24,19,14,no,no,2
1900,2409,19,16,2,21,24,no,no,4
1901,3528,36,3,60,17,22,yes,no,5
1902,2627,16,28,10,17,30,no,no,4
1903,3169,31,5,60,15,12,no,no,2
1904,3366,30,5,52,21,26,no,no,4
1905,3577,35,7,40,19,14,no,no,2
1906,549,18,16,10,11,10,no,yes,1
1907,4025,35,1,56,21,12,no,no,1
1908,726,20,20,14,13,10,no,yes,1
1909,4265,30,5,44,21,18,no,no,5
1910,3692,30,7,36,19,14,yes,no,2
1911,637,18,12,6,12,6,no,yes,1
1912,1385,16,28,14,21,4,no,no,2
1913,1692,20,20,10,17,6,yes,no,1
1914,2124,15,20,10,21,28,yes,no,4
1915,1681,22,16,6,17,10,no,no,1
1916,3513,30,5,52,21,20,no,no,4
1917,1826,20,24,14,17,4,no,no,1
1918,3427,31,7,60,17,20,no,no,5
1919,2888,22,20,2,23,30,yes,no,5
1920,1064,18,20,2,12,10,yes,no,2
1921,1251,22,8,2,21,6,no,no,2
1922,4162,35,3,44,19,28,no,no,5
1923,3325,30,5,52,23,26,no,no,5
1924,961,15,28,6,11,10,no,yes,1
1925,803,15,12,6,12,10,no,yes,1
